"GO Results for Biological Processes, 1DPM, 7.6 vs 8.0"

"name	term	lev	seq	value"
"aging	GO:0007568	2	TRINITY_DN20659_c0_g1	-2.53029140950072"
"aging	GO:0007568	2	TRINITY_DN34608_c0_g1	0.47381558335743"
"aging	GO:0007568	2	TRINITY_DN25940_c0_g1	0.33434578336703"
"aging	GO:0007568	2	TRINITY_DN12461_c0_g1	0.313899397524677"
"aging	GO:0007568	2	TRINITY_DN9153_c0_g1	-0.627552211673885"
"aging	GO:0007568	2	TRINITY_DN19761_c0_g1	-14.758281423562"
"aging	GO:0007568	2	TRINITY_DN8632_c0_g1	0.0795109925955673"
"signal transduction in response to DNA damage	GO:0042770	2	TRINITY_DN25747_c0_g1	0.0255647079811335"
"signal transduction in response to DNA damage	GO:0042770	2	TRINITY_DN7520_c0_g1	0.504912609358282"
"signal transduction in response to DNA damage	GO:0042770	2	TRINITY_DN24806_c0_g1	0.47284398299749"
"signal transduction in response to DNA damage	GO:0042770	2	TRINITY_DN21972_c0_g1	0.562246954373209"
"signal transduction in response to DNA damage	GO:0042770	2	TRINITY_DN38038_c0_g1	0.874821983687429"
"signal transduction in response to DNA damage	GO:0042770	2	TRINITY_DN34155_c0_g1	-0.787763684743237"
"maturation of SSU-rRNA	GO:0030490	2	TRINITY_DN37806_c0_g1	0.164719147747631"
"maturation of SSU-rRNA	GO:0030490	2	TRINITY_DN29069_c0_g1	1.4182553771261"
"maturation of SSU-rRNA	GO:0030490	2	TRINITY_DN23863_c0_g1	1.15900710634169"
"maturation of SSU-rRNA	GO:0030490	2	TRINITY_DN11074_c0_g1	0.668904461573968"
"maturation of SSU-rRNA	GO:0030490	2	TRINITY_DN13512_c0_g2	-0.11893583190303"
"maturation of SSU-rRNA	GO:0030490	2	TRINITY_DN25412_c0_g1	-0.188416289933738"
"maturation of SSU-rRNA	GO:0030490	2	TRINITY_DN17789_c0_g1	0.0646183472493227"
"maturation of SSU-rRNA	GO:0030490	2	TRINITY_DN6300_c0_g1	-0.0634268599820749"
"maturation of SSU-rRNA	GO:0030490	2	TRINITY_DN595_c0_g1	-2.61423705492101"
"maturation of SSU-rRNA	GO:0030490	2	TRINITY_DN35947_c0_g1	0.804567910557988"
"maturation of SSU-rRNA	GO:0030490	2	TRINITY_DN4346_c0_g1	-1.17917205238293"
"positive regulation of protein catabolic process	GO:1903364;GO:0045732	2	TRINITY_DN13810_c0_g1	0.713303086877469"
"positive regulation of protein catabolic process	GO:1903364;GO:0045732	2	TRINITY_DN34360_c0_g1	0.721069105799482"
"positive regulation of protein catabolic process	GO:1903364;GO:0045732	2	TRINITY_DN5148_c0_g1	-0.0760584853125495"
"positive regulation of protein catabolic process	GO:1903364;GO:0045732	2	TRINITY_DN36126_c0_g1	-1.32331861426002"
"positive regulation of protein catabolic process	GO:1903364;GO:0045732	2	TRINITY_DN29461_c0_g1	0.988271431185097"
"positive regulation of protein catabolic process	GO:1903364;GO:0045732	2	TRINITY_DN2647_c0_g1	-1.18677791642487"
"positive regulation of protein catabolic process	GO:1903364;GO:0045732	2	TRINITY_DN33402_c0_g1	-0.279993115339171"
"positive regulation of protein catabolic process	GO:1903364;GO:0045732	2	TRINITY_DN15301_c0_g1	0.309848101634799"
"negative regulation of protein modification process	GO:0031400	4	TRINITY_DN13805_c0_g1	-1.05540424214765"
"negative regulation of protein modification process	GO:0031400	4	TRINITY_DN34360_c0_g1	0.721069105799482"
"negative regulation of protein modification process	GO:0031400	4	TRINITY_DN14396_c0_g1	0.242392878605411"
"negative regulation of protein modification process	GO:0031400	4	TRINITY_DN38710_c0_g1	2.15860725037917"
"negative regulation of protein modification process	GO:0031400	4	TRINITY_DN34581_c0_g1	-1.76651829758819"
"negative regulation of protein modification process	GO:0031400	4	TRINITY_DN33777_c0_g1	-0.151297705932218"
"negative regulation of protein modification process	GO:0031400	4	TRINITY_DN22162_c0_g1	0.823516956214716"
"negative regulation of protein modification process	GO:0031400	4	TRINITY_DN35467_c0_g1	0.151657695600734"
"negative regulation of protein modification process	GO:0031400	4	TRINITY_DN9462_c0_g1	-0.00196731008262121"
"negative regulation of protein modification process	GO:0031400	4	TRINITY_DN27792_c0_g1	1.30119306661063"
"cellular component assembly involved in morphogenesis	GO:0010927;GO:0030239	2	TRINITY_DN33055_c0_g1	-1.78122588367442"
"cellular component assembly involved in morphogenesis	GO:0010927;GO:0030239	2	TRINITY_DN28715_c0_g1	-0.222008519111333"
